"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 10 09:09:29 UTC 2026","Thu Sep 10 09:09:30 UTC 2026","580","","","","","","[QA] Positive: Complete checkout flow Vikram",""
"passed","Thu Sep 10 09:09:44 UTC 2026","Thu Sep 10 09:09:45 UTC 2026","940","","","","","","[QA] Positive: Complete checkout flow Neha",""
"passed","Thu Sep 10 09:10:54 UTC 2026","Thu Sep 10 09:10:54 UTC 2026","768","","","","","","[QA] Positive: Complete checkout flow Karan",""
"passed","Thu Sep 10 09:11:00 UTC 2026","Thu Sep 10 09:11:04 UTC 2026","3450","","","","","","[QA] Positive: Complete checkout flow Nitin",""
"passed","Thu Sep 10 09:10:53 UTC 2026","Thu Sep 10 09:10:54 UTC 2026","750","","","","","","[QA] Positive: Complete checkout flow Pooja",""
"passed","Thu Sep 10 09:10:56 UTC 2026","Thu Sep 10 09:10:57 UTC 2026","822","","","","","","[QA] Verify Open Invalid Product URL",""
"passed","Thu Sep 10 09:09:34 UTC 2026","Thu Sep 10 09:09:34 UTC 2026","365","","","","","","[QA] Negative: Login failure with invalid credentials",""
"passed","Thu Sep 10 09:09:23 UTC 2026","Thu Sep 10 09:09:23 UTC 2026","10","","","","","","[QA] TC_DELETE_002 - Delete booking without auth token",""
"passed","Thu Sep 10 09:09:23 UTC 2026","Thu Sep 10 09:09:23 UTC 2026","13","","","","","","[QA] TC_DELETE_001 - Delete booking with valid token",""
"passed","Thu Sep 10 09:09:23 UTC 2026","Thu Sep 10 09:09:24 UTC 2026","721","","","","","","[QA] Positive: Complete checkout flow Nitin",""
"passed","Thu Sep 10 09:10:54 UTC 2026","Thu Sep 10 09:10:55 UTC 2026","747","","","","","","[QA] Negative: Verify if first name is mandatory field and error message found",""
"passed","Thu Sep 10 09:09:46 UTC 2026","Thu Sep 10 09:09:47 UTC 2026","1049","","","","","","[QA] Positive: Complete checkout flow Pooja",""
"passed","Thu Sep 10 09:10:03 UTC 2026","Thu Sep 10 09:10:04 UTC 2026","1404","","","","","","[QA] Positive: Complete checkout flow Sneha",""
"passed","Thu Sep 10 09:09:43 UTC 2026","Thu Sep 10 09:09:44 UTC 2026","939","","","","","","[QA] Positive: Complete checkout flow Arjun",""
"passed","Thu Sep 10 09:09:30 UTC 2026","Thu Sep 10 09:09:30 UTC 2026","567","","","","","","[QA] Positive: Complete checkout flow Pooja",""
"passed","Thu Sep 10 09:10:58 UTC 2026","Thu Sep 10 09:10:59 UTC 2026","660","","","","","","[QA] Positive: Successful login with valid credentials visual_user",""
"passed","Thu Sep 10 09:09:39 UTC 2026","Thu Sep 10 09:09:40 UTC 2026","1014","","","","","","[QA] Positive: Complete checkout flow Amit",""
"passed","Thu Sep 10 09:09:28 UTC 2026","Thu Sep 10 09:09:29 UTC 2026","573","","","","","","[QA] Positive: Complete checkout flow Neha",""
"passed","Thu Sep 10 09:11:17 UTC 2026","Thu Sep 10 09:11:18 UTC 2026","852","","","","","","[QA] Positive: Complete checkout flow Karan",""
"passed","Thu Sep 10 09:10:16 UTC 2026","Thu Sep 10 09:10:17 UTC 2026","1044","","","","","","[QA] Positive: Successful login with valid credentials standard_user",""
"passed","Thu Sep 10 09:09:47 UTC 2026","Thu Sep 10 09:09:49 UTC 2026","2071","","","","","","[QA] Positive: Complete checkout flow Karan",""
"passed","Thu Sep 10 09:11:18 UTC 2026","Thu Sep 10 09:11:19 UTC 2026","786","","","","","","[QA] Negative: Verify if first name is mandatory field and error message found",""
"passed","Thu Sep 10 09:10:20 UTC 2026","Thu Sep 10 09:10:20 UTC 2026","869","","","","","","[QA] Negative: Login failure with invalid credentials",""
"passed","Thu Sep 10 09:09:31 UTC 2026","Thu Sep 10 09:09:32 UTC 2026","562","","","","","","[QA] Verify Successfully add product to cart @smoke",""
"passed","Thu Sep 10 09:09:41 UTC 2026","Thu Sep 10 09:09:42 UTC 2026","972","","","","","","[QA] Positive: Complete checkout flow Rahul",""
"passed","Thu Sep 10 09:10:06 UTC 2026","Thu Sep 10 09:10:08 UTC 2026","1515","","","","","","[QA] Positive: Complete checkout flow Neha",""
"passed","Thu Sep 10 09:11:15 UTC 2026","Thu Sep 10 09:11:16 UTC 2026","857","","","","","","[QA] Positive: Complete checkout flow Vikram",""
"passed","Thu Sep 10 09:11:12 UTC 2026","Thu Sep 10 09:11:13 UTC 2026","877","","","","","","[QA] Positive: Complete checkout flow Rahul",""
"passed","Thu Sep 10 09:11:14 UTC 2026","Thu Sep 10 09:11:15 UTC 2026","869","","","","","","[QA] Positive: Complete checkout flow Neha",""
"passed","Thu Sep 10 09:09:49 UTC 2026","Thu Sep 10 09:09:50 UTC 2026","1108","","","","","","[QA] Negative: Verify if first name is mandatory field and error message found",""
"passed","Thu Sep 10 09:09:35 UTC 2026","Thu Sep 10 09:09:37 UTC 2026","1893","","","","","","[QA] Positive: Complete checkout flow Nitin",""
"passed","Thu Sep 10 09:09:23 UTC 2026","Thu Sep 10 09:09:23 UTC 2026","12","","","","","","[QA] TC_AUTH_002 - Generate token with invalid credentials",""
"passed","Thu Sep 10 09:09:23 UTC 2026","Thu Sep 10 09:09:23 UTC 2026","9","","","","","","[QA] TC_CREATE_UPDATE_002 - Update booking without auth token",""
"passed","Thu Sep 10 09:09:26 UTC 2026","Thu Sep 10 09:09:27 UTC 2026","596","","","","","","[QA] Positive: Complete checkout flow Priya",""
"passed","Thu Sep 10 09:10:57 UTC 2026","Thu Sep 10 09:10:57 UTC 2026","645","","","","","","[QA] Positive: Successful login with valid credentials standard_user",""
"passed","Thu Sep 10 09:11:20 UTC 2026","Thu Sep 10 09:11:20 UTC 2026","815","","","","","","[QA] Verify Open Invalid Product URL",""
"passed","Thu Sep 10 09:10:00 UTC 2026","Thu Sep 10 09:10:01 UTC 2026","1466","","","","","","[QA] Positive: Complete checkout flow Priya",""
"passed","Thu Sep 10 09:10:51 UTC 2026","Thu Sep 10 09:10:52 UTC 2026","774","","","","","","[QA] Positive: Complete checkout flow Neha",""
"passed","Thu Sep 10 09:09:52 UTC 2026","Thu Sep 10 09:09:53 UTC 2026","698","","","","","","[QA] Positive: Successful login with valid credentials standard_user",""
"passed","Thu Sep 10 09:09:31 UTC 2026","Thu Sep 10 09:09:31 UTC 2026","552","","","","","","[QA] Negative: Verify if first name is mandatory field and error message found",""
"passed","Thu Sep 10 09:10:17 UTC 2026","Thu Sep 10 09:10:18 UTC 2026","1137","","","","","","[QA] Positive: Successful login with valid credentials problem_user",""
"passed","Thu Sep 10 09:09:32 UTC 2026","Thu Sep 10 09:09:33 UTC 2026","482","","","","","","[QA] Positive: Successful login with valid credentials standard_user",""
"passed","Thu Sep 10 09:09:27 UTC 2026","Thu Sep 10 09:09:27 UTC 2026","599","","","","","","[QA] Positive: Complete checkout flow Rahul",""
"passed","Thu Sep 10 09:10:18 UTC 2026","Thu Sep 10 09:10:20 UTC 2026","1122","","","","","","[QA] Positive: Successful login with valid credentials visual_user",""
"passed","Thu Sep 10 09:10:50 UTC 2026","Thu Sep 10 09:10:50 UTC 2026","770","","","","","","[QA] Positive: Complete checkout flow Sneha",""
"passed","Thu Sep 10 09:11:23 UTC 2026","Thu Sep 10 09:11:23 UTC 2026","666","","","","","","[QA] Negative: Login failure with invalid credentials",""
"passed","Thu Sep 10 09:09:45 UTC 2026","Thu Sep 10 09:09:46 UTC 2026","1095","","","","","","[QA] Positive: Complete checkout flow Vikram",""
"passed","Thu Sep 10 09:09:25 UTC 2026","Thu Sep 10 09:09:26 UTC 2026","616","","","","","","[QA] Positive: Complete checkout flow Amit",""
"passed","Thu Sep 10 09:09:56 UTC 2026","Thu Sep 10 09:09:58 UTC 2026","2001","","","","","","[QA] Positive: Complete checkout flow Nitin",""
"passed","Thu Sep 10 09:09:40 UTC 2026","Thu Sep 10 09:09:41 UTC 2026","956","","","","","","[QA] Positive: Complete checkout flow Priya",""
"passed","Thu Sep 10 09:10:05 UTC 2026","Thu Sep 10 09:10:06 UTC 2026","1478","","","","","","[QA] Positive: Complete checkout flow Arjun",""
"passed","Thu Sep 10 09:09:54 UTC 2026","Thu Sep 10 09:09:55 UTC 2026","588","","","","","","[QA] Negative: Login failure with invalid credentials",""
"passed","Thu Sep 10 09:09:23 UTC 2026","Thu Sep 10 09:09:23 UTC 2026","8","","","","","","[QA] TC_GET_002 - Fetch booking using invalid booking ID",""
"passed","Thu Sep 10 09:11:20 UTC 2026","Thu Sep 10 09:11:21 UTC 2026","743","","","","","","[QA] Positive: Successful login with valid credentials standard_user",""
"passed","Thu Sep 10 09:11:10 UTC 2026","Thu Sep 10 09:11:11 UTC 2026","924","","","","","","[QA] Positive: Complete checkout flow Amit",""
"passed","Thu Sep 10 09:10:09 UTC 2026","Thu Sep 10 09:10:11 UTC 2026","1541","","","","","","[QA] Positive: Complete checkout flow Pooja",""
"passed","Thu Sep 10 09:10:08 UTC 2026","Thu Sep 10 09:10:09 UTC 2026","1524","","","","","","[QA] Positive: Complete checkout flow Vikram",""
"passed","Thu Sep 10 09:10:48 UTC 2026","Thu Sep 10 09:10:49 UTC 2026","770","","","","","","[QA] Positive: Complete checkout flow Priya",""
"passed","Thu Sep 10 09:09:23 UTC 2026","Thu Sep 10 09:09:23 UTC 2026","16","","","","","","[QA] TC_CREATE_UPDATE_001 - Create and update booking successfully",""
"passed","Thu Sep 10 09:09:33 UTC 2026","Thu Sep 10 09:09:34 UTC 2026","499","","","","","","[QA] Positive: Successful login with valid credentials visual_user",""
"passed","Thu Sep 10 09:10:47 UTC 2026","Thu Sep 10 09:10:48 UTC 2026","861","","","","","","[QA] Positive: Complete checkout flow Amit",""
"passed","Thu Sep 10 09:10:55 UTC 2026","Thu Sep 10 09:10:56 UTC 2026","715","","","","","","[QA] Verify Successfully add product to cart @smoke",""
"passed","Thu Sep 10 09:09:27 UTC 2026","Thu Sep 10 09:09:28 UTC 2026","596","","","","","","[QA] Positive: Complete checkout flow Sneha",""
"passed","Thu Sep 10 09:09:53 UTC 2026","Thu Sep 10 09:09:53 UTC 2026","749","","","","","","[QA] Positive: Successful login with valid credentials problem_user",""
"passed","Thu Sep 10 09:11:22 UTC 2026","Thu Sep 10 09:11:23 UTC 2026","763","","","","","","[QA] Positive: Successful login with valid credentials visual_user",""
"passed","Thu Sep 10 09:09:42 UTC 2026","Thu Sep 10 09:09:43 UTC 2026","967","","","","","","[QA] Positive: Complete checkout flow Sneha",""
"passed","Thu Sep 10 09:11:11 UTC 2026","Thu Sep 10 09:11:12 UTC 2026","850","","","","","","[QA] Positive: Complete checkout flow Priya",""
"passed","Thu Sep 10 09:11:14 UTC 2026","Thu Sep 10 09:11:14 UTC 2026","871","","","","","","[QA] Positive: Complete checkout flow Arjun",""
"passed","Thu Sep 10 09:10:49 UTC 2026","Thu Sep 10 09:10:50 UTC 2026","762","","","","","","[QA] Positive: Complete checkout flow Rahul",""
"passed","Thu Sep 10 09:10:15 UTC 2026","Thu Sep 10 09:10:16 UTC 2026","1160","","","","","","[QA] Verify Open Invalid Product URL",""
"passed","Thu Sep 10 09:09:28 UTC 2026","Thu Sep 10 09:09:28 UTC 2026","579","","","","","","[QA] Positive: Complete checkout flow Arjun",""
"passed","Thu Sep 10 09:09:53 UTC 2026","Thu Sep 10 09:09:54 UTC 2026","764","","","","","","[QA] Positive: Successful login with valid credentials visual_user",""
"passed","Thu Sep 10 09:10:21 UTC 2026","Thu Sep 10 09:10:31 UTC 2026","9873","","","","","","[QA] Positive: Complete checkout flow Nitin",""
"passed","Thu Sep 10 09:11:19 UTC 2026","Thu Sep 10 09:11:20 UTC 2026","812","","","","","","[QA] Verify Successfully add product to cart @smoke",""
"passed","Thu Sep 10 09:09:22 UTC 2026","Thu Sep 10 09:09:22 UTC 2026","10","","","","","","[QA] TC_AUTH_001 - Generate token with valid credentials",""
"passed","Thu Sep 10 09:10:12 UTC 2026","Thu Sep 10 09:10:14 UTC 2026","1377","","","","","","[QA] Negative: Verify if first name is mandatory field and error message found",""
"passed","Thu Sep 10 09:10:50 UTC 2026","Thu Sep 10 09:10:51 UTC 2026","781","","","","","","[QA] Positive: Complete checkout flow Arjun",""
"passed","Thu Sep 10 09:10:14 UTC 2026","Thu Sep 10 09:10:15 UTC 2026","1354","","","","","","[QA] Verify Successfully add product to cart @smoke",""
"passed","Thu Sep 10 09:11:21 UTC 2026","Thu Sep 10 09:11:22 UTC 2026","758","","","","","","[QA] Positive: Successful login with valid credentials problem_user",""
"passed","Thu Sep 10 09:09:50 UTC 2026","Thu Sep 10 09:09:51 UTC 2026","831","","","","","","[QA] Verify Successfully add product to cart @smoke",""
